anno_festival,decennio_num,decennio,canzone,interprete,autori,posizione,posizione_numerica,fascia_posizione,categoria_risultato,periodo,sede,presentatore,partecipanti,vincitore,artista_spotify,anno_ultimo_rilascio,durata_min,popolarita,fascia_popolarita,url_album,anni_tra_festival_e_rilascio,anni_dal_festival,canzone_storica,ristampa_tardiva,rilascio_recente_2015,qualita_abbinamento,includi_analisi_spotify,record_canzone_unico
1969,1960,Anni 1960,La pioggia,Gigliola Cinquetti - France Gall,"D. Pace, G. Argenio, C. Conti e M. Panzeri",6º,6,4º-10º posto,Altra posizione,30 gennaio - 1º febbraio,Casinò di Sanremo,Nuccio Costa,48,Bobby Solo,Gigliola Cinquetti,1983.0,"3,04",34.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b2734b13c451bc637b16572e9fa5,14,54,Sì,No,No,Affidabile,Sì,Sì
1969,1960,Anni 1960,Tu sei bella come sei,Mal - The Showmen,"G. Cassia, S. Bardotti, M. Marrocchi e M. Vicari",7º,7,4º-10º posto,Altra posizione,30 gennaio - 1º febbraio,Casinò di Sanremo,Nuccio Costa,48,Bobby Solo,DANDY TURNER,2019.0,"3,29",52.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b2738ff2cf4794118f1ba6fe48a5,50,54,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1969,1960,Anni 1960,Il gioco dell'amore,Caterina Caselli - Johnny Dorelli,F. Migliacci e I. Callegari,8º,8,4º-10º posto,Altra posizione,30 gennaio - 1º febbraio,Casinò di Sanremo,Nuccio Costa,48,Bobby Solo,Danijay,2003.0,"3,98",48.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b273c89417ba0fe7bc4792cc1905,34,54,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1969,1960,Anni 1960,Un'avventura,Lucio Battisti - Wilson Pickett,Mogol e L. Battisti,9º,9,4º-10º posto,Altra posizione,30 gennaio - 1º febbraio,Casinò di Sanremo,Nuccio Costa,48,Bobby Solo,Lucio Battisti,1969.0,"3,18",61.0,Alta (61-100),https://i.scdn.co/image/ab67616d0000b27376fb0435607687e31fba0310,0,54,Sì,No,No,Affidabile,Sì,Sì
1969,1960,Anni 1960,Quando l'amore diventa poesia,Orietta Berti - Massimo Ranieri,Mogol e P. Soffici,10º,10,4º-10º posto,Altra posizione,30 gennaio - 1º febbraio,Casinò di Sanremo,Nuccio Costa,48,Bobby Solo,Il Volo,2015.0,"3,21",44.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b27379f266bddc7cc3853e172dde,46,54,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1969,1960,Anni 1960,Piccola piccola,Carmen Villani - Alessandra Casaccia,"V. Buonassisi, G. Bertero, M. Marini e A. Valleroni",11º,11,Oltre il 10º posto,Altra posizione,30 gennaio - 1º febbraio,Casinò di Sanremo,Nuccio Costa,48,Bobby Solo,Gianni Marchetti,1969.0,"1,69",38.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273905ba29651c627f87c606616,0,54,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1969,1960,Anni 1960,Bada bambina,Little Tony - Mario Zelinotti,F. Migliacci e B. Zambrini,12º,12,Oltre il 10º posto,Altra posizione,30 gennaio - 1º febbraio,Casinò di Sanremo,Nuccio Costa,48,Bobby Solo,Little Tony,2000.0,"2,91",32.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273ee7eb93074e9cb0985a6fc3b,31,54,Sì,Sì,No,Affidabile,Sì,Sì
1969,1960,Anni 1960,Zucchero,Rita Pavone - Dik Dik,"Mogol, L. Clausetti, R. Soffici, P. Soffici e R. Guscelli",13º,13,Oltre il 10º posto,Altra posizione,30 gennaio - 1º febbraio,Casinò di Sanremo,Nuccio Costa,48,Bobby Solo,Zucchero,1995.0,"4,83",55.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b273777bc2d6aeaf8dc088b37a02,26,54,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1969,1960,Anni 1960,Cosa hai messo nel caffè?,Riccardo Del Turco - Antoine,"G. Bigazzi, R. Del Turco e G. Reverberi",14º,14,Oltre il 10º posto,Altra posizione,30 gennaio - 1º febbraio,Casinò di Sanremo,Nuccio Costa,48,Bobby Solo,Malika Ayane,2013.0,"3,88",39.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b2730ffe8975ced37343608db078,44,54,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1969,1960,Anni 1960,Alla fine della strada,Junior Magli - The Casuals,"D. Pace, M. Panzeri e L. Pilat",NF,,Senza posizione numerica,Non finalista,30 gennaio - 1º febbraio,Casinò di Sanremo,Nuccio Costa,48,Bobby Solo,Orietta Berti,2000.0,"3,17",13.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273aa8db2f0fdbd765df27dc06a,31,54,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1969,1960,Anni 1960,Baci baci baci,Wilma Goich - The Sweet Inspirations,S. Bardotti e F. Bracardi,NF,,Senza posizione numerica,Non finalista,30 gennaio - 1º febbraio,Casinò di Sanremo,Nuccio Costa,48,Bobby Solo,Fulminacci,2024.0,"3,69",59.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b27389526f2f4815e4bcc89acde4,55,54,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1969,1960,Anni 1960,Il sole è tramontato,Checco - Elio Gandolfi,"R. Pradella, C. Marsella, R. Nisi e G. Moschini",NF,,Senza posizione numerica,Non finalista,30 gennaio - 1º febbraio,Casinò di Sanremo,Nuccio Costa,48,Bobby Solo,Giorgio Carnini,2019.0,"3,17",0.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b27325eb1f75050032d323525e47,50,54,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1969,1960,Anni 1960,Il treno,Rosanna Fratello - Brenton Wood,V. Pallavicini e E. Isola,NF,,Senza posizione numerica,Non finalista,30 gennaio - 1º febbraio,Casinò di Sanremo,Nuccio Costa,48,Bobby Solo,Riccardo Cocciante,1979.0,"4,46",31.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273c4b15b93cb2f72a343d6f149,10,54,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1969,1960,Anni 1960,Io che ho te,New Trolls - Leonardo,"G. D'Adamo, V. De Scalzi e N. Di Palo",NF,,Senza posizione numerica,Non finalista,30 gennaio - 1º febbraio,Casinò di Sanremo,Nuccio Costa,48,Bobby Solo,New Trolls,2013.0,"2,68",29.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273583647c406d687fff8842fd1,44,54,Sì,Sì,No,Affidabile,Sì,Sì
1969,1960,Anni 1960,Le belle donne,Robertino - Rocky Roberts,"V. Pallavicini, G. Conte e M. Virano",NF,,Senza posizione numerica,Non finalista,30 gennaio - 1º febbraio,Casinò di Sanremo,Nuccio Costa,48,Bobby Solo,Stadio,2007.0,"3,68",17.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b2738cba6825f7b0a0a90ddd3895,38,54,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1969,1960,Anni 1960,Meglio una sera (Piangere da solo),Mino Reitano - Claudio Villa,"N. Salerno, A. Salerno, F. Reitano e M. Reitano",NF,,Senza posizione numerica,Non finalista,30 gennaio - 1º febbraio,Casinò di Sanremo,Nuccio Costa,48,Bobby Solo,Claudio Villa,2008.0,"3,47",8.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273e8dbcf59fa80357664f1db7c,39,54,Sì,Sì,No,Affidabile,Sì,Sì
1969,1960,Anni 1960,Non c'è che lei,Armando Savini - Sonia,M. Terzi e C. A. Rossi,NF,,Senza posizione numerica,Non finalista,30 gennaio - 1º febbraio,Casinò di Sanremo,Nuccio Costa,48,Bobby Solo,Nek,1997.0,"4,43",20.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273266c992c271ffc86c83e39a1,28,54,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1969,1960,Anni 1960,Se tu ragazzo mio,Gabriella Ferri - Stevie Wonder,"V. Ferri, G. Ferri e P. Pintucci",NF,,Senza posizione numerica,Non finalista,30 gennaio - 1º febbraio,Casinò di Sanremo,Nuccio Costa,48,Bobby Solo,Tutte Le Cose Inutili,2023.0,"4,63",15.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b2732f031f2b02f3f6a8abb5d67a,54,54,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1969,1960,Anni 1960,Una famiglia,Memo Remigi - Isabella Iannetti,A. Testa e M. Remigi,NF,,Senza posizione numerica,Non finalista,30 gennaio - 1º febbraio,Casinò di Sanremo,Nuccio Costa,48,Bobby Solo,La Comparsa Del Jona,2020.0,"3,11",25.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273a2e9835a5089a7482728aae0,51,54,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1970,1970,Anni 1970,Chi non lavora non fa l'amore,Adriano Celentano - Claudia Mori,"L. Beretta, M. Del Prete, A. Celentano, N. de Luca",1º,1,1º posto,Vincitore,26-28 febbraio,Casinò di Sanremo,Nuccio Costa,52,Adriano Celentano,,,,,Dati non disponibili,,,53,Sì,Non valutabile,Non valutabile,Senza dati Spotify,No,No
1970,1970,Anni 1970,La prima cosa bella,Nicola Di Bari - Ricchi e Poveri,"Mogol, M. Scommegna, G. F. Reverberi",2º,2,2º-3º posto,Podio,26-28 febbraio,Casinò di Sanremo,Nuccio Costa,52,Adriano Celentano,Nicola Di Bari,2000.0,"3,18",49.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b273957e8509403e9302cfe1b314,30,53,Sì,Sì,No,Affidabile,Sì,Sì
1970,1970,Anni 1970,L'arca di Noè,Sergio Endrigo - Iva Zanicchi,"S. Endrigo, L. Bacalov",3º,3,2º-3º posto,Podio,26-28 febbraio,Casinò di Sanremo,Nuccio Costa,52,Adriano Celentano,Iva Zanicchi,2010.0,"3,60",28.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273b73c2501cb7bc1c836a7d959,40,53,Sì,Sì,No,Affidabile,Sì,Sì
1970,1970,Anni 1970,Eternità,Ornella Vanoni - Camaleonti,"G. Bigazzi, C. Cavallaro",4º,4,4º-10º posto,Altra posizione,26-28 febbraio,Casinò di Sanremo,Nuccio Costa,52,Adriano Celentano,Ornella Vanoni,2008.0,"3,78",32.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b27370e4c0a847eadb96c82b26c2,38,53,Sì,Sì,No,Affidabile,Sì,Sì
1970,1970,Anni 1970,La spada nel cuore,Patty Pravo - Little Tony,"Mogol, C. Donida Labati",5º,5,4º-10º posto,Altra posizione,26-28 febbraio,Casinò di Sanremo,Nuccio Costa,52,Adriano Celentano,Little Tony,1990.0,"4,00",42.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b273faa16276d105d0aaebe8554a,20,53,Sì,Sì,No,Affidabile,Sì,Sì
1970,1970,Anni 1970,Romantico blues,Gigliola Cinquetti - Bobby Solo,"L. Pilat, M. Panzeri e D. Pace",6º,6,4º-10º posto,Altra posizione,26-28 febbraio,Casinò di Sanremo,Nuccio Costa,52,Adriano Celentano,Engelbert Humperdinck,2021.0,"3,39",36.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b2737b0aef3268859c15f7e2a859,51,53,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1970,1970,Anni 1970,Pa' diglielo a ma',Rosalino Cellamare - Nada,"F. Migliacci, R. Gigli, E. Sbriccoli, M. Cantini e L. Greco",7º,7,4º-10º posto,Altra posizione,26-28 febbraio,Casinò di Sanremo,Nuccio Costa,52,Adriano Celentano,Nada,2001.0,"3,62",11.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b2736eb7a5680deb40585c19175b,31,53,Sì,Sì,No,Affidabile,Sì,Sì
1970,1970,Anni 1970,Taxi,Antoine - Anna Identici,"G. Argenio, F. Arrigoni, D. Pace, M. Panzeri e C. Conti",8º (ex aequo),8,4º-10º posto,Altra posizione,26-28 febbraio,Casinò di Sanremo,Nuccio Costa,52,Adriano Celentano,Tony Effe,2023.0,"2,39",72.0,Alta (61-100),https://i.scdn.co/image/ab67616d0000b273d31c0f7e84b4eae88ee7902a,53,53,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1970,1970,Anni 1970,Tipitipitì,Orietta Berti - Mario Tessuto,"L. Pilat, M. Panzeri e D. Pace",8º (ex aequo),8,4º-10º posto,Altra posizione,26-28 febbraio,Casinò di Sanremo,Nuccio Costa,52,Adriano Celentano,Orietta Berti,1998.0,"2,84",8.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273906be925c0b7a5c157c3e3f3,28,53,Sì,Sì,No,Affidabile,Sì,Sì
1970,1970,Anni 1970,Sole pioggia e vento,Luciano Tajoli - Mal,Mogol e A. Isola,10º,10,4º-10º posto,Altra posizione,26-28 febbraio,Casinò di Sanremo,Nuccio Costa,52,Adriano Celentano,Perigeo,1973.0,"9,63",4.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273bd97802b5614799caec7981f,3,53,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1970,1970,Anni 1970,L'amore è una colomba,Gianni Nazzaro - Marisa Sannia,G. Bigazzi e Totò Savio,11º,11,Oltre il 10º posto,Altra posizione,26-28 febbraio,Casinò di Sanremo,Nuccio Costa,52,Adriano Celentano,Gianni Nazzaro,1990.0,"3,25",7.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b2735d3d9037f004c1eb31863bff,20,53,Sì,Sì,No,Affidabile,Sì,Sì
1970,1970,Anni 1970,Hippy,Fausto Leali - Carmen Villani,L. Beretta e F. Leali,12º,12,Oltre il 10º posto,Altra posizione,26-28 febbraio,Casinò di Sanremo,Nuccio Costa,52,Adriano Celentano,Fausto Leali,1970.0,"3,40",1.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b2733b87ad259bb2d1821e8518f3,0,53,Sì,No,No,Affidabile,Sì,Sì
1970,1970,Anni 1970,Canzone blu,Tony Renis - Sergio Leonardi,"Mogol, A. Testa e E. Cesari",13º,13,Oltre il 10º posto,Altra posizione,26-28 febbraio,Casinò di Sanremo,Nuccio Costa,52,Adriano Celentano,Peter White,2023.0,"2,54",43.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b27303e0e396591df07c794916c4,53,53,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1970,1970,Anni 1970,Re di cuori,Nino Ferrer - Caterina Caselli,"G. Bigazzi, C. Cavallaro e Totò Savio",14º,14,Oltre il 10º posto,Altra posizione,26-28 febbraio,Casinò di Sanremo,Nuccio Costa,52,Adriano Celentano,Yosef,2023.0,"2,85",22.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273b4d7d296afca234455cc5d3d,53,53,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1970,1970,Anni 1970,Accidenti,Rocky Roberts - Il Supergruppo,G. Pieretti e R. Gianco,NF,,Senza posizione numerica,Non finalista,26-28 febbraio,Casinò di Sanremo,Nuccio Costa,52,Adriano Celentano,Rocky Roberts,2002.0,"2,90",16.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273a986405f3c7e0a78eacb077a,32,53,Sì,Sì,No,Affidabile,Sì,Sì
1970,1970,Anni 1970,Ahi ahi ragazzo!,Rita Pavone - Valeria Mongardini,F. Migliacci e U. Napolitano,NF,,Senza posizione numerica,Non finalista,26-28 febbraio,Casinò di Sanremo,Nuccio Costa,52,Adriano Celentano,Rita Pavone,2009.0,"2,63",16.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273893e8c2f23feb9867a907934,39,53,Sì,Sì,No,Affidabile,Sì,Sì
1970,1970,Anni 1970,Ahi! Che male che mi fai,Ragazzi della via Gluck - Paolo Mengoli,C. Minellono e S. Cutugno,NF,,Senza posizione numerica,Non finalista,26-28 febbraio,Casinò di Sanremo,Nuccio Costa,52,Adriano Celentano,Paolo Mengoli,2000.0,"3,85",0.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b2733ba5993f5c14019b96c63cdf,30,53,Sì,Sì,No,Affidabile,Sì,Sì
1970,1970,Anni 1970,Che effetto mi fa,Pino Donaggio - Sandie Shaw,C. Minellono e G. Donaggio,NF,,Senza posizione numerica,Non finalista,26-28 febbraio,Casinò di Sanremo,Nuccio Costa,52,Adriano Celentano,DOXX,2021.0,"2,90",29.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b27362c84aa83afb6b63c45bcf98,51,53,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1970,1970,Anni 1970,Ciao anni verdi,Rosanna Fratello - I Domodossola,"V. Pallavicini, N. De Luca e A. Celentano",NF,,Senza posizione numerica,Non finalista,26-28 febbraio,Casinò di Sanremo,Nuccio Costa,52,Adriano Celentano,Rosanna Fratello,2001.0,"3,47",3.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273700938996cf8f6f51a2f30b4,31,53,Sì,Sì,No,Affidabile,Sì,Sì
1970,1970,Anni 1970,Io mi fermo qui,Donatello - Dik Dik,L. Albertelli e E. Riccardi,NF,,Senza posizione numerica,Non finalista,26-28 febbraio,Casinò di Sanremo,Nuccio Costa,52,Adriano Celentano,Ornella Vanoni,2001.0,"3,62",31.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273c7fb93ffa035ccb7a12cdad2,31,53,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1970,1970,Anni 1970,L'addio,Michele - Lucia Rizzi,"S. Bardotti, A. Lo Vecchio, G. Antola, M. Francesio e P. Maggi",NF,,Senza posizione numerica,Non finalista,26-28 febbraio,Casinò di Sanremo,Nuccio Costa,52,Adriano Celentano,Giuni Russo,1981.0,"4,85",30.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b27394530af68ba66a12073a9ceb,11,53,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1970,1970,Anni 1970,La stagione di un fiore,Emiliana Perina - Gens,"L. Rossi, S. Ruisi e G. Marchetti",NF,,Senza posizione numerica,Non finalista,26-28 febbraio,Casinò di Sanremo,Nuccio Costa,52,Adriano Celentano,Gens,2006.0,"3,65",1.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b2738d1a356c8521ae49a30afb7a,36,53,Sì,Sì,No,Affidabile,Sì,Sì
1970,1970,Anni 1970,Nevicava a Roma,Renato Rascel - Pio,"M. Del Prete, L. Beretta, R. Negri e G. Verdecchia",NF,,Senza posizione numerica,Non finalista,26-28 febbraio,Casinò di Sanremo,Nuccio Costa,52,Adriano Celentano,Renato Rascel,1963.0,"3,35",2.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273debcf437d270d643be54a016,-7,53,Sì,Non valutabile,Non valutabile,Da escludere: rilascio precedente,No,No
1970,1970,Anni 1970,Occhi a mandorla,Rossano - Dori Ghezzi,V. Pallavicini e P. Soffici,NF,,Senza posizione numerica,Non finalista,26-28 febbraio,Casinò di Sanremo,Nuccio Costa,52,Adriano Celentano,Viross,2022.0,"3,46",1.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273babcd3502ae065980b918361,52,53,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1970,1970,Anni 1970,Ora vivo,Francesco Banti - Dino Drusiani,A. Favata e A. Pagani,NF,,Senza posizione numerica,Non finalista,26-28 febbraio,Casinò di Sanremo,Nuccio Costa,52,Adriano Celentano,I Bisaquei,2012.0,"2,24",0.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b27360bfab41610845c8bcba80fa,42,53,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1970,1970,Anni 1970,Serenata,Claudio Villa - Tony Del Monaco,"G. Bigazzi, F. Polito e A. Rosario",NF,,Senza posizione numerica,Non finalista,26-28 febbraio,Casinò di Sanremo,Nuccio Costa,52,Adriano Celentano,Jovanotti,1994.0,"5,18",51.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b27327157c291a69eae27c73a450,24,53,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1971,1970,Anni 1970,Il cuore è uno zingaro,Nada - Nicola Di Bari,F. Migliacci e C. Mattone,1º,1,1º posto,Vincitore,25-27 febbraio,Casinò di Sanremo,Carlo Giuffré,48,Nada (cantante),,,,,Dati non disponibili,,,52,Sì,Non valutabile,Non valutabile,Senza dati Spotify,No,No
1971,1970,Anni 1970,Che sarà,Ricchi e Poveri - José Feliciano,"F. Migliacci, C. Pes e J. Fontana",2º,2,2º-3º posto,Podio,25-27 febbraio,Casinò di Sanremo,Carlo Giuffré,48,Nada (cantante),Achille Lauro,2022.0,"3,11",49.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b273d8c8d069640fce49bd3a0698,51,52,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1971,1970,Anni 1970,4 marzo 1943,Lucio Dalla - Equipe 84,L. Dalla e P. Pallottino,3º,3,2º-3º posto,Podio,25-27 febbraio,Casinò di Sanremo,Carlo Giuffré,48,Nada (cantante),Lucio Dalla,1970.0,"3,70",58.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b273a966df0ebb1b344dbf5730d4,-1,52,Sì,No,No,Affidabile,Sì,Sì
1971,1970,Anni 1970,Com'è dolce la sera,Donatello - Marisa Sannia,L. Albertelli e E. Riccardi,4º,4,4º-10º posto,Altra posizione,25-27 febbraio,Casinò di Sanremo,Carlo Giuffré,48,Nada (cantante),Rosanna Fratello,2013.0,"3,62",6.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b27322d897e0c0f6541151baf260,42,52,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1971,1970,Anni 1970,Sotto le lenzuola,Adriano Celentano - Coro Alpino Milanese,"L. Beretta, M. Del Prete e A. Celentano",5º,5,4º-10º posto,Altra posizione,25-27 febbraio,Casinò di Sanremo,Carlo Giuffré,48,Nada (cantante),Gigi D'Alessio,1997.0,"4,16",47.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b273bd72f407320a428afcc52084,26,52,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1971,1970,Anni 1970,Come stai?,Domenico Modugno - Carmen Villani,R. Pazzaglia e D. Modugno,6º,6,4º-10º posto,Altra posizione,25-27 febbraio,Casinò di Sanremo,Carlo Giuffré,48,Nada (cantante),Karma,2021.0,"3,25",19.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b27390d9647323069369d137b7d5,50,52,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1971,1970,Anni 1970,Bianchi cristalli sereni,Don Backy - Gianni Nazzaro,A. Caponi,7º,7,4º-10º posto,Altra posizione,25-27 febbraio,Casinò di Sanremo,Carlo Giuffré,48,Nada (cantante),Don Backy,1996.0,"3,99",13.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273733ff16b32ae48152aff437e,25,52,Sì,Sì,No,Affidabile,Sì,Sì
1971,1970,Anni 1970,"13, storia d'oggi",Al Bano - Aguaviva,V. Pallavicini e A. Carrisi,8º,8,4º-10º posto,Altra posizione,25-27 febbraio,Casinò di Sanremo,Carlo Giuffré,48,Nada (cantante),Al Bano,2014.0,"4,28",2.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273550e6359671d4f91202b853b,43,52,Sì,Sì,No,Affidabile,Sì,Sì
1971,1970,Anni 1970,Rose nel buio,Gigliola Cinquetti - Ray Conniff,"L. Pilat, M. Panzeri e D. Pace",9º,9,4º-10º posto,Altra posizione,25-27 febbraio,Casinò di Sanremo,Carlo Giuffré,48,Nada (cantante),Gigliola Cinquetti,2009.0,"3,18",2.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b2732e355e508811d889906a28af,38,52,Sì,Sì,No,Affidabile,Sì,Sì
1971,1970,Anni 1970,Ninna nanna (Cuore mio),Caterina Caselli - Dik Dik,L. Albertelli e E. Riccardi,10º,10,4º-10º posto,Altra posizione,25-27 febbraio,Casinò di Sanremo,Carlo Giuffré,48,Nada (cantante),Dik Dik,2002.0,"4,36",9.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b2730ee61be28959b511e26121b2,31,52,Sì,Sì,No,Affidabile,Sì,Sì
1971,1970,Anni 1970,L'ultimo romantico,Pino Donaggio - Peppino Di Capri,V. Pallavicini e P. Donaggio,11º,11,Oltre il 10º posto,Altra posizione,25-27 febbraio,Casinò di Sanremo,Carlo Giuffré,48,Nada (cantante),Pino Donaggio,2013.0,"3,85",27.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b2735b9974fcdecb97b2202bf0b6,42,52,Sì,Sì,No,Affidabile,Sì,Sì
1971,1970,Anni 1970,La folle corsa,Little Tony - Formula 3,Mogol e C. Donida,12º,12,Oltre il 10º posto,Altra posizione,25-27 febbraio,Casinò di Sanremo,Carlo Giuffré,48,Nada (cantante),Lucio Battisti,2020.0,"5,73",20.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b27300ff8036f3ca02bdd5794065,49,52,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1971,1970,Anni 1970,Una storia,Sergio Endrigo - New Trolls,S. Endrigo,13º,13,Oltre il 10º posto,Altra posizione,25-27 febbraio,Casinò di Sanremo,Carlo Giuffré,48,Nada (cantante),Eros Ramazzotti,2014.0,"4,14",49.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b273dbb3075bb098af7974b845dd,43,52,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1971,1970,Anni 1970,Il sorriso il paradiso,Sergio Menegale - Wallace Collection,S. Menegale e G. D'Errico,14º,14,Oltre il 10º posto,Altra posizione,25-27 febbraio,Casinò di Sanremo,Carlo Giuffré,48,Nada (cantante),Capitolo 6,2021.0,"3,27",7.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273f2c54da10f78487e7b822a15,50,52,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1971,1970,Anni 1970,Amsterdam,Rosanna Fratello - Nino Ferrer,"D. Pace, M. Panzeri e P. Calvi",NF,,Senza posizione numerica,Non finalista,25-27 febbraio,Casinò di Sanremo,Carlo Giuffré,48,Nada (cantante),Nothing But Thieves,2017.0,"4,54",69.0,Alta (61-100),https://i.scdn.co/image/ab67616d0000b27303598d18d77ffb1c9c250574,46,52,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1971,1970,Anni 1970,Andata e ritorno,Maurizio & Fabrizio - Protagonisti,D. Renzetti e L. Albertelli,NF,,Senza posizione numerica,Non finalista,25-27 febbraio,Casinò di Sanremo,Carlo Giuffré,48,Nada (cantante),Gianni Bismark,2023.0,"2,48",39.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b2733e235539eff49b9c4cbe0665,52,52,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1971,1970,Anni 1970,I ragazzi come noi,Paolo Mengoli - Mark e Martha,E. Lombardi e G. Balducci,NF,,Senza posizione numerica,Non finalista,25-27 febbraio,Casinò di Sanremo,Carlo Giuffré,48,Nada (cantante),I Corvi,2003.0,"3,77",1.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b2738c0564720c52ef35219e11b3,32,52,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
